"Blood","Skin","Brain","Testis","Adipose Tissue","Muscle","Nerve","Blood Vessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","Adrenal Gland","Colon","Prostate","Spleen","Liver","Fallopian Tube","Ovary","Breast","Bladder","Cervix Uteri","Small Intestine","Salivary Gland"
"Atorvastatin:145",5.512534618,10,10,10,10,1.419259548,10,8.115207672,3.59850502,10,6.42064857,6.53853631,10,6.47688627199999,5.329864264,4.215137959,10,8.793976784,10,10,7.14008379,7.309770584,8.529820442,9.73648643,5.070178986,10,10,9.775000572,8.142712593,8.635258675
"Ethanol:146",0.354343563000004,10,9.99999999999999,1.35294873,9.99999999999999,10,10,10,9.99999999999999,10,10,10,10,10,10,10,10,10,10,10,7.667934418,10,10,10,9.99999999999999,10,10,10,10,10
"levosimendan:148",1.651558399,5.197636843,4.10777902999999,6.49500251,9.99999999999999,10,10,9.99999999999999,10,10,9.68968391,5.45556831,10,6.304924965,10,10,9.759487152,7.153232574,10,10,10,5.843280554,10,9.99999999999999,10,10,10,10,5.373156071,10
"Sitaxentan:149",0.267313628999999,3.871869445,9.99999999999999,2.67347670000001,10,2.645693541,8.07938003999999,9.99999999999999,8.21993827999999,10,3.07747769,8.20232058,10,2.01355958,10,2.656100035,10,3.248455048,10,3.71258223100001,10,5.5992136,5.010503531,10,9.99999999999999,10,9.794879913,10,7.17424297300001,4.650928497
"Metformin:150",8.500868797,7.81434702900001,6.90679073,10,10,5.767383099,10,9.62049675,4.45791769000001,10,10,10,10,10,10,9.361034393,10,10,10,10,10,10,6.579264879,10,10,10,10,10,10,10
"Sitaxentan:152",0.267313628999999,3.871869445,9.99999999999999,2.67347670000001,10,2.645693541,8.07938003999999,9.99999999999999,8.21993827999999,10,3.07747769,8.20232058,10,2.01355958,10,2.656100035,10,3.248455048,10,3.71258223100001,10,5.5992136,5.010503531,10,9.99999999999999,10,9.794879913,10,7.17424297300001,4.650928497
"Sirolimus:153",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"sitaxentan:154",0.267313628999999,3.871869445,9.99999999999999,2.67347670000001,10,2.645693541,8.07938003999999,9.99999999999999,8.21993827999999,10,3.07747769,8.20232058,10,2.01355958,10,2.656100035,10,3.248455048,10,3.71258223100001,10,5.5992136,5.010503531,10,9.99999999999999,10,9.794879913,10,7.17424297300001,4.650928497
"Anastrozole:155",0.0700824110000005,0.907705664999997,0.016590620000005,1.14868945,0.796528520000003,0.0247171239999977,1.40963405,0.145409122000005,0.0725875700000014,0.129790604000002,0.0522668099999999,0.0157333299999989,0.529584706000001,0.0066696240000006,0.0144337829999985,0.0515794269999996,0.114739250000004,0.0281998290000001,0.218458479999999,0.0409296579999996,0.0798728580000017,0.160719260999999,0.00524897700000171,0.0934838000000031,0.185384452000003,0.128867897999998,0.163199142000002,0.126711219999998,0.0361127629999993,0.0877330010000001
"Doxorubicin:156",0.832667290999999,2.898108959,0.0519454500000052,10,0.338461640000004,0.0452685949999951,0.232902430000004,0.205790728000004,0.157298820000012,1.15861546999999,0.82545918,0.281202549999999,0.299000293,0.0676195289999937,0.170647189000001,0.104524187999996,3.186079144,0.887116848999999,0.894613420000004,4.512827396,0.341136977000002,2.296064854,0.154950223999996,0.169803809999998,0.122039489000007,0.389409645999998,0.346370906000004,0.123274766000006,4.323980331,1.425280571
"Lidocaine:157",0.0797002909999978,10,2.71649671,4.10934830000001,10,3.47633481,10,9.379024506,10,9.388906479,10,4.15524864,9.566462517,1.588385522,6.622584581,4.713113308,10,5.877127171,8.12995815,7.03036069900001,10,2.629983068,10,9.82487583,6.70028066600001,10,9.439036369,10,5.461579323,10
"Rosiglitazone:159",10,10,8.47258186,10,10,7.868625641,6.17432046,9.66242218,7.30477238,10,6.14245701,10,7.770501375,6.060421228,7.20586681400001,2.534630537,6.633232117,6.403473854,10,10,6.622997046,7.832043171,2.257158637,8.29295778,7.543433189,10,10,8.491678238,6.503117085,8.052556038
"Lovastatin:160",10,10,10,10,5.34645176,3.55578804,7.32858253,5.659500599,3.43163872000001,10,5.39203501,6.53853631,8.961287975,7.084649563,7.494526148,4.215137959,10,8.793976784,10,10,5.531991482,10,8.529820442,7.04835248,7.204548836,6.223424911,6.575455189,7.249992847,10,8.635258675
"Lumiracoxib:161",6.102405071,10,0.820853230000003,0.489034009999993,2.72289562,0.307841687999985,1.50513464,2.685022354,1.62564778,7.62326622,10,0.899970710000001,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.07871985,10,6.805960655,5.680968046,0.648787885999993,7.06550884,0.782274485,2.162109017,10,3.34028601600001,10,1.79864502
"Dasatinib:162",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Sitagliptin:163",1.253376961,6.949012756,0.075143900000004,0.647781369999995,5.80835152,0.353051900999998,3.30251276,0.214750335,1.18152773,5.317162514,0.537909150000001,10,0.681718320000007,0.0868235490000009,0.961601138000003,0.754391192999996,1.03318414100001,0.664976536999998,1.94280838999999,3.003344297,10,4.385354996,3.580456018,0.795578510000001,1.510428429,4.643785715,0.410017519999999,2.670410633,10,1.43121016
"cytarabine:164",4.744058609,4.934298277,7.65336037,10,3.97708082,7.50735616700001,4.7747612,3.106850863,4.96078157,4.583138943,3.51173306,3.82702184,5.185718775,10,4.725462437,3.398927927,5.956421614,4.096060753,5.53044915,3.091706634,9.075609684,6.122698545,4.637019157,4.75755548,6.178425312,5.616961002,3.52810216,4.682060719,4.021503448,5.831629276
"Ponatinib:165",10,10,10,10,10,9.213248253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"ponatinib:166",10,10,10,10,10,9.213248253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Remifentanil:167",-2.22044604925031e-15,-6.21724893790088e-15,0.877372150000003,1.15192676,0.0564833300000043,0.00491147099999711,0,0.0145697059999996,0.0200227100000001,0.00818270899999796,1.77635683940025e-15,-3.5527136788005e-15,0.0213856859999977,0.0589153229999972,0,-2.22044604925031e-15,-3.5527136788005e-15,0.00690075999999795,-1.77635683940025e-15,0.0124551069999983,0.144849747000002,0.0076579369999985,0,0.00252235999999861,0.00787936900000297,0.00906145600000041,0.00749473399999623,-8.88178419700125e-16,0.00541607599999594,0.0145438099999975
"ponatinib:168",10,10,10,10,10,9.213248253,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Risperidone:169",0.123829908999998,3.65049243000001,2.53534316999999,5.41671943999999,10,2.284672499,8.15998554,10,2.89198709000001,3.401805401,1.74661875000001,10,6.017980099,10,9.99999999999999,10,10,1.23732757600001,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223
"Aripiprazole:170",0.123829909000001,3.65049243000001,8.41285132999999,5.98038769,10,2.284672499,8.15998554,10,6.76481724,3.401805401,1.74661875000001,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,9.99999999999999,10,10,5.551623821,10,4.168484211,6.041281223
"bortezomib:171",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Goserelin:5",-4.44089209850063e-16,0.0527076779999947,0.116794765000003,0.385858649999998,0.229345157999999,0.0105058039999983,1.370014369,0.0589503310000001,0.0236519519999989,0.0461287459999973,0.290373056999997,0.0424303669999979,0.174724369999998,2.87913692,0.0622297879999989,0.068005209999999,0.194324679999999,0.0543887239999985,0.0867038779999958,0.0482965389999972,0.120442039999998,0.0601606739999987,0.0477656870000001,0.0549595670000054,0.636344193999998,0.127243216999999,0.111134708000001,0.0914453639999993,0.0586900899999954,0.15569745
"Desmopressin:16",0.133901044999997,0.28444200799999,0.0561047160000037,0.310492229999997,5.939369202,0.628971159000001,2.086592555,2.706563234,1.508093596,0.527942776999998,1.149712682,2.500709772,2.872579932,3.8947891,2.735989332,0.304345599999999,1.471088588,0.739970027999999,9.018140793,0.616461395999999,0.896664976999994,0.389720246000004,2.977260828,3.371583939,0.274287551999997,3.439258456,1.452204704,2.021616936,1.022432804,1.188036919
"Felypressin:43",0.0141873969999962,0.269673481999988,0.0414414030000056,0.245297100000002,5.93936920200001,0.319928497000003,0.858608364999997,2.706563234,0.288088529999996,0.167836606999996,0.369737059,0.439707204999992,2.872579932,0.149214125999992,2.735989332,0.219316799999995,1.194831252,0.381698756999997,9.018140793,0.275109246,0.561741321999996,0.086335741000001,2.977260828,3.371583939,0.274287551999998,2.023156285,1.15167892,2.021616936,0.291436642,0.520402551000001
"Pravastatin:51",5.512534618,10,10,10,4.329241753,1.419259548,7.328582525,3.282855034,1.98468768600001,10,5.340079784,6.53853631,8.961287975,6.476886272,5.055175781,4.215138,10,8.79397678400001,10,10,5.531991482,7.309770584,8.529820442,5.634627104,5.070178986,4.945702553,5.583544731,5.02111816400001,7.787988186,8.635258675
"Ramipril:52",0.0738180499999981,1.01288914699999,0.509360015000005,1.40536952,2.493635178,0.281444042999994,0.769924193999995,0.463265716999997,0.652296543000005,6.122609138,0.764330089000001,1.166038543,2.922376871,2.143320382,1.077281952,0.5700303,0.835846007,0.899882435999994,0.985796779000001,2.308305621,1.307435334,0.511285901000003,0.0945710199999956,0.532468170000004,0.414817898999999,1.885455549,0.780115007999997,1.234144688,10,1.890403271
"Masoprocol:53",9.99999999999999,1.40442264099999,2.37300324400001,2.16672527999999,7.726097584,0.620309531999999,7.756225109,3.616984844,2.016113043,10,5.40916013700001,3.61831974999999,2.605581999,1.255225897,3.46431756,7.973678,4.123130202,4.81092500699999,4.294697523,6.330526352,8.391875267,10,1.987955868,6.58488726600001,1.39918673,8.607328892,10,4.356744289,10,8.457582474
"Baclofen:54",8.210513115,10,9.99999999999999,10,10,2.878138542,10,10,10,10,10,10,10,10,10,6.643882,10,10,10,10,10,10,2.423229218,10,9.99999999999999,10,10,10,10,10
"Pentagastrin:55",-1.77635683940025e-15,0.0346988509999973,2.622935295,0.425679039999999,0.018739684999999,-6.21724893790088e-15,0.111341991000003,4.44089209850063e-15,0.00788230299999793,0.0177068729999981,0.0441478489999989,8.88178419700125e-16,0.100669957999995,0.527492851000003,0.030897573999999,2.3323,0.0135572539999975,10,0.0384241699999968,0.0334452449999958,0.0383586420000022,-6.21724893790088e-15,3.5527136788005e-15,0.0475861210000055,0.0264228269999967,0.0198839949999936,0.0158776680000008,0.0202808309999982,-7.105427357601e-15,0.0156620129999983
"Nicotine:56",0.541708529000004,0.437326505999995,7.254551411,4.33132601,0.312927008,7.75342845900001,0.538686633000003,0.253420830000002,0.492267667999997,0.603130220999992,0.572746157999997,1.291790813,1.45501261900001,4.185626745,0.658807157999996,0.697217899999999,0.521477817999997,1.330839872,0.409715459000003,1.77881163399999,6.240046263,1.491057456,10,0.729501068999997,0.814338088000002,0.446365014000002,0.936167418999996,0.406450151999999,1.26131617999999,0.792820811000003
"Cevimeline:57",0.00906861500000034,0.561547219999992,8.412851334,0.393198239999997,0.0160203429999939,3.99680288865056e-15,0.0246242009999991,0.0308653819999956,0.0262791069999917,1.19683969,0.345034480000002,0.132184702999996,0.162137412000003,0.0622704979999966,0.0955363659999966,0.493829699999996,0.0334312150000002,0.513489544000001,0.0331546829999994,0.334567933999999,10,0.100604671999997,0.0149392380000046,0.0606348700000048,0.225144266999997,0.690105140000003,0.615335463999998,0.0791551099999985,0.286769807,4.811089993
"Lorazepam:58",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Esmolol:59",0.0611535719999958,0.0482675969999935,2.66193819,0.497891710000004,1.27212738999999,0.0501635219999934,0.0863904879999984,0.0483357379999978,9.283231735,7.98637962300001,0.743740558999996,0.365240886999999,0.402712882,0.0798899869999987,0.0541074280000071,0.385957400000001,0.0915667530000004,0.385029972,0.0662698749999997,0.861847639,2.3559618,0.924754380999997,0.0864993150000002,0.0755162630000035,0.0429853869999954,0.614705503000001,0.578674673999995,0.0440327820000057,1.357345104,0.156966819999997
"Carbidopa:60",-2.22044604925031e-15,0.0129739699999973,0.0963468630000071,1.22258370999999,0.0225542470000057,0.0495419469999963,-1.77635683940025e-15,4.44089209850063e-15,6.21724893790088e-15,0.0997011359999975,0.0154755609999988,10,0.022754800000004,0.039695483,0.0176007670000011,2.433745,0.0160984940000022,0.377087503999995,0.256879046999998,10,0.0864915920000024,0.0445460900000008,7.768018246,0.0486767440000033,0.245159939000002,0.0370841039999981,0.011419816000001,0.00695715000000785,10,0.0286523030000021
"Indecainide:61",0.0717140139999946,0.0642195309999964,0.189979567999994,0.349734990000005,0.129683196999997,0.322331606999997,0.889758645999997,0.365260571,9.99999999999999,0.0826916690000035,0.0979459959999955,0.0476283450000019,0.199620463,0.198032156000003,0.440079853000005,0.0273365300000017,0.750107228999999,0.113658777999999,0.043610745999993,0.151147492000001,0.437374665999998,0.0682832779999982,0.00628131400000065,0.150463945999996,0.633529126999997,0.248194314999998,0.649750291999992,1.067426562,0.170568167999997,0.102510146999996
"Betaxolol:62",2.362123251,5.376092196,2.66193819,0.49789171,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000005,1.276782393,0.250214860000003,1.98963850700001,0.385957400000003,8.287089109,2.47661280599999,0.441770941000002,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605152999998,10,2.251211882,3.500741482,2.735410929,5.831739426
"Oseltamivir:63",10,10,10,9.89381361000001,10,8.898635864,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Caffeine:65",3.555044889,2.842225194,10,10,4.007758141,10,2.440338969,3.005337715,3.067935944,4.814595222,0.797893643000004,3.519646049,2.64648664,0.914134799999997,0.886501282000004,3.816342,1.582633257,0.979296147999995,0.682130307000008,1.24783903399999,5.528390169,7.171571016,0.813544869000002,1.517018676,0.436364204000004,6.740929365,1.47343838199999,2.138555765,3.168356657,3.634882927
"Succinylcholine:66",0.541708529000001,0.561547219999997,8.412851334,1.33869058,0.312927007999995,7.75342845900001,0.538686633,0.241778298999995,6.76481723799998,1.19683969,0.476170390999997,0.795909761999997,1.03312254,1.183188975,0.445637599000008,0.493829699999998,0.352504655999999,0.561496138999999,0.355965510000001,3.630660295,10,1.491057456,0.526898563000004,0.729501069000004,0.687095820999998,0.690105140000004,4.94029569599999,0.368931322999997,0.819247246000001,4.811089993
"Dofetilide:67",0.510324657000003,3.72105026199999,5.897294044,10,0.625986397000007,10,5.00395751,0.30643072699999,10,1.492853045,4.42777156799999,1.117395282,2.11867547,9.99999999999999,10,0.7174201,1.453016996,2.797366619,10,7.741277933,6.674655676,1.46121448300001,0.0604496110000001,5.589494944,2.130009413,3.0811795,5.346404076,1.860502481,2.836660385,0.554890752000006
"Pyrimethamine:68",1.266047835,1.496743977,3.266576052,3.81170404,2.649096251,1.587457299,1.888620436,1.365638852,1.028479934,1.637641788,1.836351633,2.073575258,1.807750463,2.591917396,1.58808732,0.375256599999998,1.832720935,1.207693338,1.735176623,2.886887193,1.913192034,2.694584131,2.531520724,1.608705282,1.477453232,2.097003579,2.46968627,1.486226797,3.019788265,1.580340266
"Reserpine:69",1.305498481,3.052100062,3.157995462,1.75740522,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911992,10,5.469656944,2.005632758,3.836916924,4.738250971,1.42573511599999,3.467369676,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763
"Ticlopidine:70",0.26371929,0.0732611009999955,5.043166161,0.0792008899999992,1.27858448,0.0353195519999976,3.01333046,0.309474528000004,0.149386643999994,0.820820390999998,0.277905881000001,0.0778832919999961,0.221514143,0.134491741999998,0.143903151,0.0862014199999983,0.248595714999997,0.173876136999997,0.370471372999999,0.415191813999998,0.250744997999999,1.334503233,0.106414430000003,0.357497752000001,0.115071617,0.616275965999998,0.608696400999997,0.345642536999996,0.88055706,0.333074092999999
"Trospium:71",8.88178419700125e-16,0.561547219999993,8.412851334,0.0963165299999993,0.0114965039999975,4.88498130835069e-15,0.0246242010000017,0.010120377999999,0.0262791069999899,1.19683969,0.0705680550000034,0.0680238790000005,0.0898524150000028,0.0162417009999949,0.0418682119999998,0.0675575399999966,0.0146994530000004,0.323356718000002,0.0331546829999967,0.334567933999998,10,-4.44089209850063e-15,8.88178419700125e-16,0.060634870000003,0.00744293499999582,0.690105140000001,0.0265203289999976,0.0791551099999994,0.221445232999997,4.811089993
"Adapalene:72",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Midodrine:73",-8.88178419700125e-16,0.978405892999996,1.07572841600001,0.382963729999998,1.916011453,0.129492447000001,1.59265846,7.03880024000001,1.22844255,3.401805401,0.343037367000002,1.02630242699999,1.499414742,0.312252998000002,0.655487983999998,0.1682522,0.185676164999996,0.484036594999999,1.186374843,0.476613759999999,1.126801431,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,0.357190757999998,0.387122244,0.974303900999999,0.195942267999998
"Remikiren:74",-2.66453525910038e-15,0.0379133130000007,0.0182944870000012,0.657298150000001,0.033332821000009,-1.77635683940025e-15,0.0805874989999991,0.0176149890000001,4.44089209850063e-15,0.191260427,0.019285891,10,0.0234767569999992,0.137720741000003,3.660399914,0.0218017899999969,0.205447002999999,0.0189343130000017,0.503221839999992,0.115187353999998,0.171764798,0.0896297539999944,0.292095512000002,0.630370080000002,3.682036161,0.0686600129999988,1.342231274,0.221349835000001,0.0299249659999985,0.113536216000004
"Pantoprazole:75",0.0132048189999958,0.0256911849999941,0.0578084180000022,0.872512250000002,0.0222586430000016,-3.10862446895044e-15,-8.88178419700125e-16,0.0148046990000017,0.00394275099999852,0.00419083099999895,0.0633785429999953,0.0335708869999962,0.301508322,0.203990594000002,0.0574905699999988,3.374984,0.0558733829999962,10,5.370328903,0.0532951039999974,0.0721556879999987,0.0676808919999949,0.0608296320000008,0.0444755330000017,0.0744547619999985,0.0552014039999964,0.0984176320000003,0.0840723370000029,0.0514615479999936,0.036336399999997
"Torasemide:76",0.00464031599999704,0.00674406199999567,0.223011047000005,0.263300879999997,0.0107018980000007,0.00210432899999402,0.0126598499999986,0.0165441860000017,1.77635683940025e-15,0.00487103899999575,0.00636027099999836,10,0.00405577099999999,0.262073994000004,0.00839732000000115,0.00388119199999837,0.00434891499999779,0.00349012700000007,0.0618879869999911,-5.32907051820075e-15,0.00823727499999816,0.00812100199999488,0.0214627190000023,0.0164217050000008,0.0218645129999953,0.0192356339999993,0.00301683799999886,0.00592625499999855,0.00871615699999762,0.00393103799999839
"Citalopram:77",0.0842119010000024,3.65049243,8.412851334,0.468008609999996,2.63411927199999,0.206760286999998,4.439896584,3.860967875,1.22844254999999,10,1.18233645,0.496618852000001,0.802930653000003,0.221367895999998,1.70613306799999,0.1250688,2.750898838,0.407100767000002,0.269276529999999,2.138170123,10,1.39191705,7.432229042,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.802167773,4.811089993
"Bethanidine:78",0.0623733919999965,2.74101376500001,2.53534316999999,5.41671944,10,2.284672499,8.159985542,9.99999999999999,2.891987085,2.635305882,1.74661874800001,10,6.017980099,3.137806416,10,9.99999999999999,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,9.99999999999999,5.551623821,10,4.168484211,5.422550201
"Oxyphenonium:79",8.88178419700125e-16,0.561547219999993,8.412851334,0.0963165299999993,0.0114965039999975,4.88498130835069e-15,0.0246242010000017,0.010120377999999,0.0262791069999899,1.19683969,0.0705680550000034,0.0680238790000005,0.0898524150000028,0.0162417009999949,0.0418682119999998,0.0675575399999966,0.0146994530000004,0.323356718000002,0.0331546829999967,0.334567933999998,10,-4.44089209850063e-15,8.88178419700125e-16,0.060634870000003,0.00744293499999582,0.690105140000001,0.0265203289999976,0.0791551099999994,0.221445232999997,4.811089993
"Isoetarine:80",0.0611535719999958,0.0482675969999935,2.66193819,0.497891710000004,1.27212738999999,0.0501635219999934,0.0863904879999984,0.0483357379999978,9.283231735,7.98637962300001,0.743740558999996,0.365240886999999,0.402712882,0.0798899869999987,0.0541074280000071,0.385957400000001,0.0915667530000004,0.385029972,0.0662698749999997,0.861847639,2.3559618,0.924754380999997,0.0864993150000002,0.0755162630000035,0.0429853869999954,0.614705503000001,0.578674673999995,0.0440327820000057,1.357345104,0.156966819999997
"Glimepiride:81",0.065593250000004,0.242238327999999,7.467935085,0.571274369999995,0.521156906999996,10,1.66801923499999,0.534232854999997,5.376885414,2.25544405,0.429172694999998,10,3.791133285,10,0.615245312000003,6.534107,0.846613824000008,7.153232574,0.326166867999993,0.752804189999992,1.605423331,1.105045855,0.369695216000011,0.545621365000001,0.145107373999999,1.661863565,0.387514054999994,1.732218981,0.834082960999997,1.193307638
"Diflorasone:82",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Guanadrel:83",-1.33226762955019e-15,0.103333595999993,0.00536022400000125,2.97342455,0.268325090000004,-2.22044604925031e-15,0.0802069309999984,0.00747819599999922,8.88178419700125e-16,-5.32907051820075e-15,0.097315489999998,0.0750673789999987,-3.5527136788005e-15,-1.77635683940025e-15,0.189510755000001,0.00796170199999624,0.077536325999997,0.0112467359999995,0.119057721999997,0.0236013649999975,0.079251256,-3.5527136788005e-15,0.0223875580000001,0.0787690019999987,0.0260785500000003,0.355366110999998,0.108225472000001,0.103928745000001,0.0661646429999969,0.0686458269999966
"Enflurane:84",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
